  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1937           0      0.09486  0.08894  0.30  100000    8894   93766  5990135  59.90
  1937           1      0.01469  0.01458  0.50   91106    1328   90442  5896369  64.72
  1937           2      0.00636  0.00634  0.50   89777     569   89493  5805927  64.67
  1937           3      0.00453  0.00452  0.50   89208     404   89007  5716434  64.08
  1937           4      0.00320  0.00319  0.50   88805     283   88663  5627428  63.37
  1937           5      0.00275  0.00275  0.50   88521     243   88400  5538764  62.57
  1937           6      0.00239  0.00238  0.50   88278     210   88173  5450365  61.74
  1937           7      0.00221  0.00221  0.50   88068     195   87970  5362192  60.89
  1937           8      0.00186  0.00186  0.50   87873     163   87792  5274221  60.02
  1937           9      0.00180  0.00180  0.50   87710     158   87631  5186430  59.13
  1937          10      0.00147  0.00147  0.50   87552     129   87487  5098799  58.24
  1937          11      0.00142  0.00142  0.50   87423     124   87361  5011311  57.32
  1937          12      0.00147  0.00147  0.50   87299     128   87235  4923950  56.40
  1937          13      0.00156  0.00156  0.50   87171     136   87103  4836715  55.49
  1937          14      0.00172  0.00172  0.50   87035     150   86960  4749612  54.57
  1937          15      0.00195  0.00195  0.50   86885     170   86800  4662653  53.66
  1937          16      0.00228  0.00228  0.50   86715     197   86617  4575852  52.77
  1937          17      0.00200  0.00200  0.50   86518     173   86431  4489236  51.89
  1937          18      0.00220  0.00220  0.50   86345     190   86250  4402804  50.99
  1937          19      0.00221  0.00221  0.50   86155     190   86060  4316555  50.10
  1937          20      0.00240  0.00240  0.50   85965     206   85862  4230495  49.21
  1937          21      0.00269  0.00269  0.50   85759     231   85643  4144633  48.33
  1937          22      0.00290  0.00289  0.50   85528     247   85405  4058990  47.46
  1937          23      0.00297  0.00296  0.50   85281     253   85155  3973585  46.59
  1937          24      0.00246  0.00246  0.50   85028     209   84924  3888431  45.73
  1937          25      0.00288  0.00287  0.50   84819     244   84698  3803507  44.84
  1937          26      0.00262  0.00262  0.50   84576     221   84465  3718809  43.97
  1937          27      0.00278  0.00277  0.50   84355     234   84238  3634344  43.08
  1937          28      0.00287  0.00287  0.50   84121     241   84000  3550106  42.20
  1937          29      0.00306  0.00305  0.50   83880     256   83752  3466106  41.32
  1937          30      0.00322  0.00322  0.50   83623     269   83489  3382355  40.45
  1937          31      0.00311  0.00311  0.50   83354     259   83225  3298866  39.58
  1937          32      0.00364  0.00363  0.50   83096     302   82945  3215641  38.70
  1937          33      0.00342  0.00342  0.50   82794     283   82652  3132696  37.84
  1937          34      0.00359  0.00359  0.50   82511     296   82363  3050043  36.97
  1937          35      0.00357  0.00356  0.50   82215     293   82069  2967680  36.10
  1937          36      0.00419  0.00418  0.50   81922     342   81751  2885612  35.22
  1937          37      0.00451  0.00450  0.50   81580     367   81396  2803861  34.37
  1937          38      0.00450  0.00449  0.50   81213     365   81030  2722464  33.52
  1937          39      0.00441  0.00440  0.50   80848     356   80670  2641434  32.67
  1937          40      0.00495  0.00493  0.50   80492     397   80294  2560764  31.81
  1937          41      0.00432  0.00431  0.50   80095     345   79923  2480470  30.97
  1937          42      0.00574  0.00572  0.50   79750     456   79522  2400547  30.10
  1937          43      0.00594  0.00592  0.50   79294     470   79059  2321025  29.27
  1937          44      0.00525  0.00524  0.50   78824     413   78618  2241967  28.44
  1937          45      0.00681  0.00678  0.50   78411     532   78145  2163349  27.59
  1937          46      0.00695  0.00693  0.50   77879     540   77609  2085204  26.77
  1937          47      0.00732  0.00729  0.50   77340     564   77058  2007594  25.96
  1937          48      0.00757  0.00754  0.50   76776     579   76486  1930537  25.15
  1937          49      0.00912  0.00907  0.50   76197     691   75851  1854051  24.33
  1937          50      0.00949  0.00944  0.50   75505     713   75149  1778200  23.55
  1937          51      0.00953  0.00949  0.50   74792     709   74438  1703051  22.77
  1937          52      0.01088  0.01082  0.50   74083     801   73682  1628613  21.98
  1937          53      0.01070  0.01065  0.50   73281     780   72891  1554931  21.22
  1937          54      0.01194  0.01187  0.50   72501     860   72071  1482040  20.44
  1937          55      0.01349  0.01340  0.50   71641     960   71161  1409968  19.68
  1937          56      0.01518  0.01506  0.50   70681    1065   70149  1338807  18.94
  1937          57      0.01479  0.01468  0.50   69616    1022   69106  1268659  18.22
  1937          58      0.01703  0.01689  0.50   68595    1158   68015  1199553  17.49
  1937          59      0.01887  0.01869  0.50   67436    1261   66806  1131538  16.78
  1937          60      0.02204  0.02180  0.50   66175    1442   65454  1064732  16.09
  1937          61      0.02183  0.02159  0.50   64733    1398   64034   999278  15.44
  1937          62      0.02731  0.02694  0.50   63335    1706   62482   935244  14.77
  1937          63      0.02890  0.02849  0.50   61629    1756   60751   872762  14.16
  1937          64      0.03113  0.03065  0.50   59873    1835   58956   812010  13.56
  1937          65      0.03321  0.03266  0.50   58038    1896   57090   753055  12.98
  1937          66      0.03120  0.03072  0.50   56142    1725   55280   695964  12.40
  1937          67      0.03430  0.03372  0.50   54418    1835   53500   640684  11.77
  1937          68      0.04220  0.04133  0.50   52583    2173   51496   587184  11.17
  1937          69      0.04567  0.04465  0.50   50409    2251   49284   535688  10.63
  1937          70      0.05139  0.05010  0.50   48159    2413   46952   486404  10.10
  1937          71      0.04744  0.04634  0.50   45746    2120   44686   439452   9.61
  1937          72      0.05775  0.05613  0.50   43626    2448   42402   394766   9.05
  1937          73      0.06484  0.06281  0.50   41177    2586   39884   352365   8.56
  1937          74      0.06791  0.06568  0.50   38591    2535   37324   312481   8.10
  1937          75      0.07851  0.07555  0.50   36056    2724   34694   275157   7.63
  1937          76      0.09096  0.08700  0.50   33332    2900   31882   240462   7.21
  1937          77      0.09162  0.08760  0.50   30432    2666   29100   208580   6.85
  1937          78      0.10036  0.09557  0.50   27767    2654   26440   179481   6.46
  1937          79      0.11073  0.10492  0.50   25113    2635   23796   153041   6.09
  1937          80      0.12601  0.11854  0.50   22478    2665   21146   129245   5.75
  1937          81      0.12085  0.11396  0.50   19814    2258   18685   108099   5.46
  1937          82      0.14672  0.13670  0.50   17556    2400   16356    89415   5.09
  1937          83      0.15147  0.14080  0.50   15156    2134   14089    73059   4.82
  1937          84      0.17028  0.15692  0.50   13022    2043   12000    58970   4.53
  1937          85      0.18329  0.16790  0.50   10978    1843   10057    46970   4.28
  1937          86      0.21097  0.19084  0.50    9135    1743    8263    36914   4.04
  1937          87      0.22284  0.20050  0.50    7392    1482    6651    28650   3.88
  1937          88      0.23651  0.21150  0.50    5910    1250    5285    21999   3.72
  1937          89      0.22695  0.20382  0.50    4660     950    4185    16715   3.59
  1937          90      0.24657  0.21951  0.50    3710     814    3303    12530   3.38
  1937          91      0.26352  0.23284  0.50    2896     674    2559     9227   3.19
  1937          92      0.27613  0.24263  0.50    2221     539    1952     6668   3.00
  1937          93      0.32743  0.28136  0.50    1682     473    1446     4716   2.80
  1937          94      0.32946  0.28287  0.50    1209     342    1038     3271   2.71
  1937          95      0.34951  0.29752  0.50     867     258     738     2233   2.57
  1937          96      0.37011  0.31232  0.50     609     190     514     1495   2.45
  1937          97      0.39119  0.32719  0.50     419     137     350      981   2.34
  1937          98      0.41269  0.34210  0.50     282      96     234      630   2.24
  1937          99      0.43452  0.35697  0.50     185      66     152      397   2.14
  1937         100      0.45661  0.37174  0.50     119      44      97      244   2.05
  1937         101      0.47888  0.38637  0.50      75      29      60      147   1.97
  1937         102      0.50122  0.40078  0.50      46      18      37       87   1.89
  1937         103      0.52356  0.41494  0.50      28      11      22       50   1.82
  1937         104      0.54581  0.42879  0.50      16       7      13       28   1.75
  1937         105      0.56788  0.44229  0.50       9       4       7       16   1.69
  1937         106      0.58968  0.45541  0.50       5       2       4        8   1.64
  1937         107      0.61113  0.46810  0.50       3       1       2        4   1.59
  1937         108      0.63217  0.48034  0.50       1       1       1        2   1.54
  1937         109      0.65271  0.49211  0.50       1       0       1        1   1.51
  1937         110+     0.67269  1.00000  1.49       0       0       1        1   1.49
  1938           0      0.08268  0.07814  0.30  100000    7814   94513  6178383  61.78
  1938           1      0.00904  0.00900  0.50   92186     830   91771  6083870  66.00
  1938           2      0.00500  0.00499  0.50   91356     456   91128  5992099  65.59
  1938           3      0.00332  0.00331  0.50   90900     301   90750  5900971  64.92
  1938           4      0.00275  0.00275  0.50   90599     249   90475  5810221  64.13
  1938           5      0.00245  0.00245  0.50   90350     222   90239  5719747  63.31
  1938           6      0.00202  0.00202  0.50   90129     182   90038  5629508  62.46
  1938           7      0.00179  0.00179  0.50   89947     161   89866  5539470  61.59
  1938           8      0.00129  0.00129  0.50   89786     116   89728  5449604  60.70
  1938           9      0.00162  0.00162  0.50   89670     145   89598  5359876  59.77
  1938          10      0.00153  0.00153  0.50   89525     137   89457  5270278  58.87
  1938          11      0.00125  0.00125  0.50   89388     111   89333  5180821  57.96
  1938          12      0.00145  0.00145  0.50   89277     130   89212  5091488  57.03
  1938          13      0.00152  0.00152  0.50   89147     135   89080  5002276  56.11
  1938          14      0.00154  0.00154  0.50   89012     137   88943  4913197  55.20
  1938          15      0.00179  0.00179  0.50   88875     159   88795  4824253  54.28
  1938          16      0.00199  0.00199  0.50   88716     177   88627  4735458  53.38
  1938          17      0.00214  0.00214  0.50   88539     189   88444  4646831  52.48
  1938          18      0.00211  0.00211  0.50   88349     186   88256  4558387  51.60
  1938          19      0.00203  0.00203  0.50   88163     179   88074  4470130  50.70
  1938          20      0.00224  0.00224  0.50   87985     197   87886  4382056  49.80
  1938          21      0.00247  0.00247  0.50   87787     217   87679  4294170  48.92
  1938          22      0.00265  0.00264  0.50   87571     231   87455  4206491  48.04
  1938          23      0.00278  0.00278  0.50   87339     243   87218  4119036  47.16
  1938          24      0.00250  0.00250  0.50   87097     218   86988  4031818  46.29
  1938          25      0.00242  0.00242  0.50   86879     210   86774  3944830  45.41
  1938          26      0.00267  0.00266  0.50   86669     231   86554  3858056  44.51
  1938          27      0.00295  0.00295  0.50   86438     255   86311  3771503  43.63
  1938          28      0.00264  0.00264  0.50   86183     228   86069  3685192  42.76
  1938          29      0.00289  0.00289  0.50   85955     248   85831  3599123  41.87
  1938          30      0.00272  0.00272  0.50   85707     233   85591  3513292  40.99
  1938          31      0.00275  0.00275  0.50   85474     235   85357  3427701  40.10
  1938          32      0.00297  0.00297  0.50   85240     253   85113  3342344  39.21
  1938          33      0.00344  0.00343  0.50   84986     292   84840  3257231  38.33
  1938          34      0.00320  0.00319  0.50   84694     270   84559  3172390  37.46
  1938          35      0.00333  0.00333  0.50   84424     281   84284  3087831  36.58
  1938          36      0.00351  0.00350  0.50   84144     295   83996  3003547  35.70
  1938          37      0.00353  0.00352  0.50   83849     295   83701  2919551  34.82
  1938          38      0.00442  0.00441  0.50   83554     368   83369  2835850  33.94
  1938          39      0.00381  0.00380  0.50   83185     316   83027  2752480  33.09
  1938          40      0.00443  0.00442  0.50   82869     366   82686  2669453  32.21
  1938          41      0.00424  0.00423  0.50   82502     349   82328  2586767  31.35
  1938          42      0.00539  0.00538  0.50   82153     442   81932  2504440  30.48
  1938          43      0.00567  0.00565  0.50   81711     462   81480  2422507  29.65
  1938          44      0.00538  0.00536  0.50   81250     436   81032  2341027  28.81
  1938          45      0.00584  0.00582  0.50   80814     470   80579  2259995  27.97
  1938          46      0.00651  0.00649  0.50   80344     522   80083  2179416  27.13
  1938          47      0.00687  0.00685  0.50   79822     547   79549  2099333  26.30
  1938          48      0.00817  0.00814  0.50   79275     645   78952  2019785  25.48
  1938          49      0.00840  0.00836  0.50   78630     658   78301  1940832  24.68
  1938          50      0.00975  0.00970  0.50   77972     756   77594  1862531  23.89
  1938          51      0.00779  0.00776  0.50   77216     600   76916  1784937  23.12
  1938          52      0.01109  0.01102  0.50   76616     845   76194  1708021  22.29
  1938          53      0.01148  0.01141  0.50   75772     865   75339  1631827  21.54
  1938          54      0.01217  0.01210  0.50   74907     906   74454  1556488  20.78
  1938          55      0.01231  0.01223  0.50   74001     905   73548  1482034  20.03
  1938          56      0.01428  0.01418  0.50   73095    1036   72577  1408486  19.27
  1938          57      0.01487  0.01476  0.50   72059    1063   71527  1335909  18.54
  1938          58      0.01743  0.01728  0.50   70996    1227   70383  1264382  17.81
  1938          59      0.01708  0.01694  0.50   69769    1182   69178  1193999  17.11
  1938          60      0.02094  0.02073  0.50   68587    1421   67877  1124821  16.40
  1938          61      0.01928  0.01910  0.50   67166    1283   66525  1056944  15.74
  1938          62      0.02524  0.02493  0.50   65883    1642   65062   990419  15.03
  1938          63      0.02750  0.02713  0.50   64241    1743   63370   925357  14.40
  1938          64      0.02771  0.02733  0.50   62498    1708   61644   861988  13.79
  1938          65      0.03147  0.03098  0.50   60790    1883   59848   800344  13.17
  1938          66      0.02978  0.02934  0.50   58907    1729   58042   740495  12.57
  1938          67      0.03369  0.03313  0.50   57178    1894   56231   682453  11.94
  1938          68      0.04432  0.04336  0.50   55284    2397   54086   626222  11.33
  1938          69      0.04154  0.04069  0.50   52887    2152   51811   572136  10.82
  1938          70      0.04666  0.04560  0.50   50735    2313   49578   520325  10.26
  1938          71      0.04895  0.04778  0.50   48422    2314   47265   470747   9.72
  1938          72      0.05974  0.05801  0.50   46108    2675   44770   423482   9.18
  1938          73      0.06656  0.06442  0.50   43433    2798   42034   378712   8.72
  1938          74      0.07136  0.06890  0.50   40635    2800   39235   336678   8.29
  1938          75      0.07804  0.07511  0.50   37835    2842   36414   297442   7.86
  1938          76      0.08373  0.08037  0.50   34993    2812   33587   261028   7.46
  1938          77      0.08950  0.08567  0.50   32181    2757   30803   227441   7.07
  1938          78      0.09868  0.09404  0.50   29424    2767   28041   196638   6.68
  1938          79      0.10597  0.10064  0.50   26657    2683   25316   168597   6.32
  1938          80      0.11426  0.10809  0.50   23974    2591   22679   143281   5.98
  1938          81      0.11426  0.10809  0.50   21383    2311   20227   120603   5.64
  1938          82      0.14079  0.13154  0.50   19072    2509   17818   100375   5.26
  1938          83      0.14637  0.13639  0.50   16563    2259   15434    82558   4.98
  1938          84      0.16542  0.15278  0.50   14304    2185   13211    67124   4.69
  1938          85      0.17170  0.15812  0.50   12119    1916   11161    53912   4.45
  1938          86      0.18570  0.16992  0.50   10202    1734    9336    42752   4.19
  1938          87      0.21227  0.19190  0.50    8469    1625    7656    33416   3.95
  1938          88      0.22117  0.19915  0.50    6844    1363    6162    25760   3.76
  1938          89      0.23132  0.20734  0.50    5481    1136    4913    19598   3.58
  1938          90      0.27383  0.24085  0.50    4344    1046    3821    14685   3.38
  1938          91      0.23538  0.21060  0.50    3298     695    2951    10864   3.29
  1938          92      0.27103  0.23869  0.50    2603     621    2293     7913   3.04
  1938          93      0.30868  0.26741  0.50    1982     530    1717     5620   2.84
  1938          94      0.32948  0.28288  0.50    1452     411    1247     3903   2.69
  1938          95      0.35096  0.29857  0.50    1041     311     886     2657   2.55
  1938          96      0.37307  0.31442  0.50     730     230     616     1771   2.42
  1938          97      0.39572  0.33036  0.50     501     165     418     1155   2.31
  1938          98      0.41883  0.34631  0.50     335     116     277      737   2.20
  1938          99      0.44230  0.36220  0.50     219      79     179      460   2.10
  1938         100      0.46603  0.37796  0.50     140      53     113      280   2.01
  1938         101      0.48991  0.39352  0.50      87      34      70      167   1.92
  1938         102      0.51384  0.40881  0.50      53      22      42       97   1.84
  1938         103      0.53771  0.42377  0.50      31      13      25       55   1.77
  1938         104      0.56140  0.43836  0.50      18       8      14       31   1.70
  1938         105      0.58482  0.45250  0.50      10       5       8       17   1.64
  1938         106      0.60786  0.46618  0.50       6       3       4        9   1.59
  1938         107      0.63043  0.47934  0.50       3       1       2        5   1.54
  1938         108      0.65245  0.49196  0.50       2       1       1        2   1.50
  1938         109      0.67383  0.50402  0.50       1       0       1        1   1.46
  1938         110+     0.69451  1.00000  1.44       0       0       1        1   1.44
  1939           0      0.07791  0.07378  0.28  100000    7378   94705  6224142  62.24
  1939           1      0.00876  0.00872  0.50   92622     807   92218  6129437  66.18
  1939           2      0.00393  0.00392  0.50   91814     360   91634  6037220  65.75
  1939           3      0.00300  0.00299  0.50   91454     274   91317  5945586  65.01
  1939           4      0.00251  0.00251  0.50   91181     229   91066  5854268  64.21
  1939           5      0.00228  0.00228  0.50   90952     207   90848  5763202  63.37
  1939           6      0.00187  0.00187  0.50   90744     170   90660  5672354  62.51
  1939           7      0.00163  0.00163  0.50   90575     148   90501  5581694  61.63
  1939           8      0.00143  0.00143  0.50   90427     129   90362  5491194  60.73
  1939           9      0.00139  0.00139  0.50   90298     125   90235  5400831  59.81
  1939          10      0.00126  0.00126  0.50   90172     114   90115  5310596  58.89
  1939          11      0.00124  0.00124  0.50   90059     111   90003  5220481  57.97
  1939          12      0.00127  0.00127  0.50   89947     114   89890  5130478  57.04
  1939          13      0.00128  0.00128  0.50   89833     115   89776  5040588  56.11
  1939          14      0.00146  0.00146  0.50   89718     131   89653  4950812  55.18
  1939          15      0.00165  0.00164  0.50   89588     147   89514  4861159  54.26
  1939          16      0.00161  0.00161  0.50   89440     144   89368  4771645  53.35
  1939          17      0.00212  0.00212  0.50   89296     189   89202  4682276  52.44
  1939          18      0.00209  0.00209  0.50   89107     186   89014  4593074  51.55
  1939          19      0.00237  0.00237  0.50   88921     211   88816  4504060  50.65
  1939          20      0.00215  0.00214  0.50   88710     190   88615  4415244  49.77
  1939          21      0.00242  0.00242  0.50   88520     214   88413  4326629  48.88
  1939          22      0.00223  0.00223  0.50   88306     197   88208  4238216  47.99
  1939          23      0.00243  0.00243  0.50   88109     214   88002  4150008  47.10
  1939          24      0.00279  0.00279  0.50   87895     245   87773  4062006  46.21
  1939          25      0.00263  0.00262  0.50   87650     230   87535  3974234  45.34
  1939          26      0.00247  0.00247  0.50   87420     216   87312  3886699  44.46
  1939          27      0.00242  0.00242  0.50   87204     211   87099  3799387  43.57
  1939          28      0.00273  0.00273  0.50   86994     238   86875  3712288  42.67
  1939          29      0.00272  0.00272  0.50   86756     236   86638  3625413  41.79
  1939          30      0.00280  0.00279  0.50   86520     242   86399  3538775  40.90
  1939          31      0.00244  0.00244  0.50   86279     210   86173  3452375  40.01
  1939          32      0.00257  0.00257  0.50   86068     221   85958  3366202  39.11
  1939          33      0.00322  0.00321  0.50   85847     276   85710  3280244  38.21
  1939          34      0.00310  0.00310  0.50   85572     265   85439  3194534  37.33
  1939          35      0.00356  0.00356  0.50   85307     303   85155  3109095  36.45
  1939          36      0.00305  0.00305  0.50   85003     259   84874  3023940  35.57
  1939          37      0.00335  0.00335  0.50   84744     284   84602  2939067  34.68
  1939          38      0.00447  0.00446  0.50   84460     377   84272  2854464  33.80
  1939          39      0.00409  0.00408  0.50   84084     343   83912  2770192  32.95
  1939          40      0.00449  0.00448  0.50   83740     375   83553  2686280  32.08
  1939          41      0.00395  0.00394  0.50   83366     329   83201  2602727  31.22
  1939          42      0.00515  0.00514  0.50   83037     427   82823  2519526  30.34
  1939          43      0.00516  0.00514  0.50   82610     425   82398  2436703  29.50
  1939          44      0.00541  0.00540  0.50   82185     443   81963  2354305  28.65
  1939          45      0.00570  0.00569  0.50   81742     465   81509  2272342  27.80
  1939          46      0.00600  0.00598  0.50   81277     486   81034  2190833  26.96
  1939          47      0.00726  0.00723  0.50   80791     585   80498  2109799  26.11
  1939          48      0.00741  0.00738  0.50   80206     592   79910  2029300  25.30
  1939          49      0.00725  0.00723  0.50   79614     575   79326  1949390  24.49
  1939          50      0.00972  0.00968  0.50   79039     765   78656  1870064  23.66
  1939          51      0.00923  0.00919  0.50   78274     719   77914  1791407  22.89
  1939          52      0.01015  0.01010  0.50   77555     783   77163  1713493  22.09
  1939          53      0.01063  0.01057  0.50   76772     812   76366  1636329  21.31
  1939          54      0.01264  0.01256  0.50   75960     954   75483  1559963  20.54
  1939          55      0.01298  0.01289  0.50   75006     967   74522  1484480  19.79
  1939          56      0.01432  0.01422  0.50   74039    1053   73512  1409958  19.04
  1939          57      0.01487  0.01476  0.50   72986    1077   72447  1336446  18.31
  1939          58      0.01769  0.01754  0.50   71909    1261   71278  1263998  17.58
  1939          59      0.01826  0.01809  0.50   70648    1278   70009  1192720  16.88
  1939          60      0.02001  0.01981  0.50   69370    1374   68683  1122711  16.18
  1939          61      0.01984  0.01965  0.50   67995    1336   67327  1054028  15.50
  1939          62      0.02428  0.02399  0.50   66659    1599   65860   986701  14.80
  1939          63      0.02744  0.02707  0.50   65060    1761   64180   920841  14.15
  1939          64      0.02965  0.02922  0.50   63299    1850   62374   856662  13.53
  1939          65      0.03241  0.03190  0.50   61449    1960   60469   794287  12.93
  1939          66      0.03126  0.03077  0.50   59489    1831   58574   733818  12.34
  1939          67      0.03590  0.03527  0.50   57659    2033   56642   675244  11.71
  1939          68      0.04347  0.04254  0.50   55625    2367   54442   618602  11.12
  1939          69      0.04509  0.04409  0.50   53259    2348   52084   564160  10.59
  1939          70      0.04727  0.04618  0.50   50910    2351   49735   512076  10.06
  1939          71      0.04798  0.04686  0.50   48559    2275   47422   462341   9.52
  1939          72      0.06229  0.06041  0.50   46284    2796   44886   414920   8.96
  1939          73      0.06780  0.06558  0.50   43488    2852   42062   370034   8.51
  1939          74      0.07079  0.06837  0.50   40636    2778   39247   327972   8.07
  1939          75      0.07662  0.07379  0.50   37858    2794   36461   288725   7.63
  1939          76      0.08830  0.08457  0.50   35064    2965   33582   252264   7.19
  1939          77      0.08645  0.08286  0.50   32099    2660   30769   218682   6.81
  1939          78      0.10964  0.10394  0.50   29439    3060   27909   187913   6.38
  1939          79      0.11746  0.11094  0.50   26379    2927   24916   160004   6.07
  1939          80      0.11372  0.10760  0.50   23453    2523   22191   135088   5.76
  1939          81      0.12051  0.11366  0.50   20929    2379   19740   112897   5.39
  1939          82      0.14378  0.13414  0.50   18550    2488   17306    93157   5.02
  1939          83      0.15719  0.14574  0.50   16062    2341   14891    75851   4.72
  1939          84      0.17023  0.15688  0.50   13721    2153   12645    60960   4.44
  1939          85      0.18054  0.16559  0.50   11569    1916   10611    48315   4.18
  1939          86      0.20945  0.18959  0.50    9653    1830    8738    37704   3.91
  1939          87      0.21548  0.19453  0.50    7823    1522    7062    28967   3.70
  1939          88      0.22800  0.20467  0.50    6301    1290    5656    21905   3.48
  1939          89      0.28237  0.24744  0.50    5011    1240    4391    16248   3.24
  1939          90      0.28128  0.24660  0.50    3771     930    3306    11857   3.14
  1939          91      0.28111  0.24647  0.50    2841     700    2491     8551   3.01
  1939          92      0.29490  0.25701  0.50    2141     550    1866     6059   2.83
  1939          93      0.31493  0.27209  0.50    1591     433    1374     4193   2.64
  1939          94      0.36737  0.31036  0.50    1158     359     978     2819   2.43
  1939          95      0.39239  0.32803  0.50     799     262     668     1841   2.31
  1939          96      0.41799  0.34573  0.50     537     186     444     1173   2.19
  1939          97      0.44403  0.36336  0.50     351     128     287      729   2.08
  1939          98      0.47039  0.38082  0.50     224      85     181      442   1.98
  1939          99      0.49691  0.39802  0.50     138      55     111      261   1.89
  1939         100      0.52345  0.41487  0.50      83      35      66      150   1.80
  1939         101      0.54986  0.43129  0.50      49      21      38       84   1.73
  1939         102      0.57599  0.44720  0.50      28      12      22       46   1.66
  1939         103      0.60170  0.46255  0.50      15       7      12       24   1.60
  1939         104      0.62687  0.47727  0.50       8       4       6       13   1.54
  1939         105      0.65136  0.49134  0.50       4       2       3        6   1.49
  1939         106      0.67508  0.50472  0.50       2       1       2        3   1.44
  1939         107      0.69793  0.51738  0.50       1       1       1        2   1.40
  1939         108      0.71985  0.52933  0.50       1       0       0        1   1.36
  1939         109      0.74076  0.54055  0.50       0       0       0        0   1.33
  1939         110+     0.76064  1.00000  1.31       0       0       0        0   1.31
  1940           0      0.07514  0.07125  0.27  100000    7125   94822  6237881  62.38
  1940           1      0.00817  0.00814  0.50   92875     756   92497  6143059  66.14
  1940           2      0.00418  0.00417  0.50   92119     384   91927  6050561  65.68
  1940           3      0.00299  0.00298  0.50   91735     274   91599  5958634  64.95
  1940           4      0.00217  0.00217  0.50   91462     198   91363  5867035  64.15
  1940           5      0.00187  0.00187  0.50   91263     170   91178  5775673  63.29
  1940           6      0.00175  0.00175  0.50   91093     159   91013  5684495  62.40
  1940           7      0.00141  0.00140  0.50   90934     128   90870  5593481  61.51
  1940           8      0.00151  0.00151  0.50   90806     137   90737  5502612  60.60
  1940           9      0.00133  0.00133  0.50   90669     121   90608  5411874  59.69
  1940          10      0.00134  0.00134  0.50   90548     122   90487  5321266  58.77
  1940          11      0.00100  0.00100  0.50   90426      91   90381  5230779  57.85
  1940          12      0.00116  0.00116  0.50   90336     105   90283  5140398  56.90
  1940          13      0.00115  0.00115  0.50   90231     104   90179  5050115  55.97
  1940          14      0.00143  0.00143  0.50   90127     129   90062  4959936  55.03
  1940          15      0.00168  0.00167  0.50   89998     151   89923  4869874  54.11
  1940          16      0.00194  0.00194  0.50   89847     174   89760  4779951  53.20
  1940          17      0.00196  0.00196  0.50   89673     176   89585  4690191  52.30
  1940          18      0.00207  0.00206  0.50   89497     185   89405  4600606  51.41
  1940          19      0.00239  0.00239  0.50   89312     213   89206  4511201  50.51
  1940          20      0.00224  0.00224  0.50   89099     199   88999  4421996  49.63
  1940          21      0.00229  0.00228  0.50   88900     203   88798  4332996  48.74
  1940          22      0.00223  0.00222  0.50   88697     197   88598  4244198  47.85
  1940          23      0.00257  0.00257  0.50   88499     227   88386  4155600  46.96
  1940          24      0.00231  0.00231  0.50   88272     204   88170  4067215  46.08
  1940          25      0.00224  0.00224  0.50   88068     197   87969  3979045  45.18
  1940          26      0.00242  0.00242  0.50   87871     213   87764  3891075  44.28
  1940          27      0.00248  0.00248  0.50   87658     217   87549  3803311  43.39
  1940          28      0.00249  0.00248  0.50   87441     217   87332  3715762  42.49
  1940          29      0.00235  0.00235  0.50   87223     205   87121  3628430  41.60
  1940          30      0.00261  0.00261  0.50   87019     227   86905  3541309  40.70
  1940          31      0.00244  0.00244  0.50   86792     212   86686  3454403  39.80
  1940          32      0.00320  0.00319  0.50   86580     277   86442  3367718  38.90
  1940          33      0.00278  0.00278  0.50   86303     240   86184  3281276  38.02
  1940          34      0.00301  0.00301  0.50   86064     259   85934  3195092  37.12
  1940          35      0.00342  0.00341  0.50   85805     293   85658  3109158  36.24
  1940          36      0.00343  0.00342  0.50   85512     293   85365  3023500  35.36
  1940          37      0.00332  0.00332  0.50   85219     283   85077  2938135  34.48
  1940          38      0.00372  0.00371  0.50   84936     315   84778  2853057  33.59
  1940          39      0.00428  0.00427  0.50   84621     362   84440  2768279  32.71
  1940          40      0.00480  0.00479  0.50   84259     404   84057  2683839  31.85
  1940          41      0.00412  0.00411  0.50   83855     345   83683  2599782  31.00
  1940          42      0.00523  0.00522  0.50   83510     436   83293  2516099  30.13
  1940          43      0.00509  0.00508  0.50   83075     422   82864  2432806  29.28
  1940          44      0.00525  0.00523  0.50   82653     432   82437  2349942  28.43
  1940          45      0.00628  0.00626  0.50   82220     515   81963  2267505  27.58
  1940          46      0.00607  0.00605  0.50   81706     494   81459  2185542  26.75
  1940          47      0.00691  0.00689  0.50   81211     559   80932  2104084  25.91
  1940          48      0.00724  0.00721  0.50   80652     581   80361  2023152  25.09
  1940          49      0.00801  0.00797  0.50   80070     638   79751  1942791  24.26
  1940          50      0.00967  0.00962  0.50   79432     764   79050  1863040  23.45
  1940          51      0.00865  0.00861  0.50   78667     678   78329  1783991  22.68
  1940          52      0.01091  0.01086  0.50   77990     847   77567  1705662  21.87
  1940          53      0.01106  0.01100  0.50   77143     849   76719  1628095  21.10
  1940          54      0.01296  0.01288  0.50   76294     982   75803  1551376  20.33
  1940          55      0.01334  0.01325  0.50   75312     998   74813  1475573  19.59
  1940          56      0.01528  0.01517  0.50   74314    1127   73750  1400760  18.85
  1940          57      0.01557  0.01545  0.50   73187    1131   72621  1327010  18.13
  1940          58      0.01865  0.01848  0.50   72056    1331   71390  1254389  17.41
